,NID,Quarter,Herd,Lact,M_Sys,HWI,ABV_M_Resist,PI-M,Gest,DIM,AbCode,DCC,Ab_RxStat,TBred,Lact_xLame,Life_xLame,Lact_xMetabolic,Life_xMetabolic,Lact_xmast,Lact_qxmast,Life_xmast,TLSCC,TL150SCC,TL200SCC,TL_mean_logSCC,TL_sd_logSCC,LIFESCC,LIFE150SCC,LIFE200SCC,Outcome_Mean_logSCC_next_lact,Outcome_Std_logSCC_next_lact,Outcome_Count_logSCC_next_lact,Outcome_Next_Lact_max_xmast,Outcome_failure_T,Outcome_failure_D,Outcome_Lact_mast_reoccur,Outcome_Recurred,Pregnant,Outcome_Sold,Outcome_num_tests_30to60,Outcome_num_tests_30to60_SCC<200,Outcome_num_tests_60to90,Outcome_num_tests_60to90_SCC<200,Outcome_num_tests_after90,Outcome_num_tests_after90_SCC<200,Outcome_num_tests_30to100,Outcome_30to100_mean_logSCC,Outcome_30to100_sd_mean_logSCC,Outcome_num_tests_30to150,Outcome_30to150_mean_logSCC,Outcome_30to150_sd_mean_logSCC,DSLB,Outcome_Failure,pre_num_tests_0to30,pre_num_tests_0to30_max,pre_num_tests_0to30_logmean,pre_num_tests_0to30_SCC>150,pre_num_tests_0to30_SCC>200,pre_num_tests_0to30_SCC>1000,pre_num_tests_31to60,pre_num_tests_31to60_max,pre_num_tests_31to60_logmean,pre_num_tests_31to60_SCC>150,pre_num_tests_31to60_SCC>200,pre_num_tests_31to60_SCC>1000,pre_num_tests_61to90,pre_num_tests_61to90_max,pre_num_tests_61to90_logmean,pre_num_tests_61to90_SCC>150,pre_num_tests_61to90_SCC>200,pre_num_tests_61to90_SCC>1000,pre_num_tests_g90,pre_num_tests_g90_max,pre_num_tests_g90_logmean,pre_num_tests_g90_SCC>150,pre_num_tests_g90_SCC>200,pre_num_tests_g90_SCC>1000,prelact_SCC_count,prelact_SCC_max,prelact_logSCC_mean,prelact_SCC>150,prelact_SCC>200,prelact_SCC>1000,Rx_Year,Rx_Month,Prev_AllRxCodes,Outcome_Sold100,Outcome_Rec100,Outcome_Shortloss,Outcome_Longloss,pre_herd_mast_percent,pre_herd_fresh_mast_percent,pre_herd_greater14day_mast_percent,pre_herd_SCC_percent_g150,pre_herd_SCC__DIM_less31_percent_g150,pre_herd_SCC__DIM_more30_percent_g150,pre_herd_SCC_percent_g200,pre_herd_SCC__DIM_less31_percent_g200,pre_herd_SCC__DIM_more30_percent_g200
1066,Y05890219,11,2G0064V,5,,,,95,280.0,14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,2.0,1.0,1.0,,,,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,256.0,5.099568897318543,1.0,1.0,0.0,2011,9,59528,0,1.0,,0.0,12.354651162790697,19.871794871794872,10.150375939849624,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
1067,Y05890219,21,2G0064V,5,,,,95,280.0,28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,3,,,,,,2.0,1.0,1.0,,,,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,256.0,5.099568897318543,1.0,1.0,0.0,2011,9,59528,0,1.0,,0.0,13.623978201634879,10.0,14.130434782608695,,,,,,
1068,Y05890219,11,2G0064V,5,,,,95,280.0,75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,2,4,,,,,,2.0,1.0,1.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,256.0,5.099568897318543,1.0,1.0,0.0,2011,11,58491,0,0.0,0.0,0.0,6.479481641468683,16.666666666666664,6.41304347826087,29.772727272727273,18.58407079646018,33.63914373088685,22.5,15.04424778761062,25.076452599388375
1069,Y05890221,99,2G0064V,5,,,,111,274.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,5.0,3.0,2.0,,,,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5.0,595.0,5.16113776268096,3.0,2.0,0.0,2011,9,9999999,0,0.0,0.0,0.0,12.01848998459168,24.848484848484848,7.644628099173553,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
1070,Y05890221,12,2G0064V,5,,,,111,274.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,5.0,3.0,2.0,,,,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5.0,595.0,5.16113776268096,3.0,2.0,0.0,2011,9,51755,0,0.0,0.0,0.0,11.958146487294469,23.376623376623375,8.54368932038835,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
1071,Y05890223,22,2G0064V,1,,,,101,,256,0,189.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,12,9999999,0,0.0,0.0,0.0,1.4150943396226416,,1.4150943396226416,,,,,,
1072,Y05890223,22,2G0064V,3,,,,112,283.0,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,,,,,,,0,0,0,2,1,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1,3.58351893845611,99.0,1.0,3.58351893845611,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,8,59528,0,1.0,0.0,0.0,8.736059479553903,10.152284263959391,7.9178885630498534,,,,,,
1073,Y05890223,11,2G0064V,3,,,,112,283.0,105,0,1.0,0,0.0,0.0,0.0,0.0,0.0,2,1,3,1.0,0.0,0.0,3.58351893845611,99.0,1.0,0.0,0.0,,,,0,0,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1,7.244941546337007,99.0,1.0,7.244941546337007,99.0,,0,1.0,36.0,3.58351893845611,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2010,11,59528,0,1.0,1.0,0.0,4.385026737967915,,4.385026737967915,21.764705882352942,20.51282051282051,21.99074074074074,17.058823529411764,19.230769230769234,16.666666666666664
1074,Y05890223,11,2G0064V,3,,,,112,283.0,169,0,65.0,0,0.0,0.0,0.0,0.0,0.0,3,2,4,1.0,0.0,0.0,3.58351893845611,99.0,1.0,0.0,0.0,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,36.0,3.58351893845611,0.0,0.0,0.0,,,,,,,2011,1,59528,0,0.0,0.0,0.0,2.711864406779661,,2.711864406779661,,,,,,
1075,Y05890225,21,2G0064V,3,,,,132,278.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,5.676871071307447,1.47381146780839,2.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,3,9999999,0,0.0,0.0,1.0,3.4013605442176873,33.33333333333333,1.859799713876967,,,,,,
1076,Y05890225,11,2G0064V,4,,,,76,284.0,134,0,80.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,1.0,1.0,1.0,6.71901315438526,99.0,3.0,2.0,1.0,,,,2,0,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1,4.634728988229636,99.0,1.0,4.634728988229636,99.0,,0,,,,,,,,,,,,,1.0,828.0,6.71901315438526,1.0,1.0,0.0,,,,,,,2.0,194.0,4.4256885487597195,1.0,0.0,0.0,2011,8,58491,0,0.0,0.0,,7.06713780918728,12.142857142857142,5.39906103286385,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
1077,Y05890225,11,2G0064V,5,,,,0,283.0,483,0,373.0,0,0.0,0.0,0.0,0.0,0.0,1,1,3,,,,,,4.0,2.0,1.0,5.097555922110267,0.814257988157136,2.0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,828.0,5.051279810033583,2.0,1.0,0.0,2013,7,59528,0,1.0,,0.0,4.390243902439024,,4.390243902439024,,,,,,
1080,Y05890229,22,2G0064V,1,,,,116,,133,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,1.0,7.1284959456800365,99.0,1.0,1.0,1.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,3.9512437185814275,99.0,,0,,,,,,,1.0,1247.0,7.1284959456800365,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2007,12,9999999,0,0.0,0.0,0.0,3.546099290780142,0.0,3.5545023696682465,,,,,,
1081,Y05890229,22,2G0064V,3,,,,0,289.0,113,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,3.0,2.0,2.0,4.812184355372417,99.0,1.0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1247.0,5.619130662494707,2.0,2.0,1.0,2010,1,58491,0,0.0,0.0,0.0,0.7317073170731708,,0.7317073170731708,,,,,,
1082,Y05890229,12,2G0064V,4,,,,101,250.0,24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,3,,,,,,3.0,2.0,2.0,,,,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1247.0,5.619130662494707,2.0,2.0,1.0,2010,10,59528,0,1.0,,0.0,10.02155172413793,22.22222222222222,9.65593784683685,21.764705882352942,20.51282051282051,21.99074074074074,17.058823529411764,19.230769230769234,16.666666666666664
1083,Y05890229,11,2G0064V,4,,,,101,250.0,53,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,4,,,,,,3.0,2.0,2.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1247.0,5.619130662494707,2.0,2.0,1.0,2010,11,59528,0,0.0,0.0,0.0,4.385026737967915,,4.385026737967915,21.764705882352942,20.51282051282051,21.99074074074074,17.058823529411764,19.230769230769234,16.666666666666664
1084,Y05890230,22,2G0064V,2,,,,0,,215,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,5.8146248296285155,0.496096252979307,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,3,9999999,0,0.0,0.0,0.0,5.078809106830122,0.0,5.0966608084358525,,,,,,
1088,Y05890233,21,2G0064V,2,,,,0,585.0,188,0,91.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,5.605802066295998,99.0,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0986122886681098,0.0,0.0,0.0,2010,4,9999999,0,0.0,0.0,0.0,5.85305105853051,23.52941176470588,4.217687074829931,,,,,,
1089,Y05AZ0178,12,2G0064V,5,,,,103,278.0,45,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,4.875430355538606,0.4252814214716003,2.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,71.0,4.2626798770413155,0.0,0.0,0.0,2010,5,9999999,0,0.0,0.0,0.0,1.1363636363636365,14.285714285714285,1.019108280254777,17.80821917808219,0.0,19.11764705882353,13.698630136986301,0.0,14.705882352941178
1094,Y05AZ0179,22,2G0064V,4,,,,0,280.0,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,1.0,0.0,5.267432853349221,1.481989956898253,2.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,167.0,4.3909446778392605,1.0,0.0,0.0,2009,3,9999999,0,0.0,0.0,0.0,3.079416531604538,4.545454545454546,2.966841186736475,,,,,,
1095,Y05AZ0179,22,2G0064V,5,,,,125,279.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,3.0,1.0,0.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,167.0,4.3909446778392605,1.0,0.0,0.0,2010,3,58491,0,0.0,0.0,0.0,1.278409090909091,14.285714285714285,1.1477761836441895,,,,,,
1096,Y05AZ0180,12,2G0064V,3,,,,123,,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,3.8918202981106265,99.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,,,,1.0,5.087596335232384,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,3.1354942159291497,0.0,0.0,0.0,2010,7,9999999,0,0.0,0.0,0.0,2.7444253859348198,33.33333333333333,2.586206896551724,,,,,,
1097,Y05AZ0182,11,2G0064V,7,,,,0,616.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,1.0,1.0,8.0825389496342,0.15402704360164066,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,568.0,4.51459691192735,1.0,1.0,0.0,2013,4,9999999,0,0.0,0.0,0.0,4.707379134860051,7.142857142857142,4.52054794520548,,,,,,
1098,Y05AZ0184,99,2G0064V,4,,,,0,299.0,46,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,3.0,0.0,0.0,4.430816798843313,99.0,1.0,3,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,108.0,3.9497230346788132,0.0,0.0,0.0,2009,5,9999999,0,1.0,,0.0,0.7507507507507507,25.0,0.6042296072507553,,,,,,
1099,Y05AZ0184,99,2G0064V,4,,,,0,299.0,57,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,,,,,,3.0,0.0,0.0,4.430816798843313,99.0,1.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,108.0,3.9497230346788132,0.0,0.0,0.0,2009,6,58491,0,0.0,0.0,0.0,1.345291479820628,0.0,1.3513513513513513,,,,,,
1100,Y05AZ0184,22,2G0064V,5,,,,97,,45,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,3,,,,,,3.0,0.0,0.0,,,,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,108.0,3.9497230346788132,0.0,0.0,0.0,2010,5,59528,0,0.0,0.0,0.0,1.0101010101010102,5.555555555555555,0.9043927648578811,17.80821917808219,0.0,19.11764705882353,13.698630136986301,0.0,14.705882352941178
1101,Y05AZ0184,22,2G0064V,5,,,,97,,409,0,315.0,0,0.0,0.0,0.0,0.0,0.0,2,2,4,1.0,0.0,0.0,4.430816798843313,99.0,4.0,0.0,0.0,,,,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,84.0,4.430816798843313,0.0,0.0,0.0,3.0,108.0,3.9497230346788132,0.0,0.0,0.0,2011,5,58491,0,1.0,,0.0,1.7112299465240641,9.090909090909092,1.5334063526834611,44.03669724770643,40.0,44.680851063829785,33.02752293577982,40.0,31.914893617021278
1102,Y05AZ0184,22,2G0064V,5,,,,97,,423,0,329.0,0,0.0,0.0,0.0,0.0,0.0,3,3,5,1.0,0.0,0.0,4.430816798843313,99.0,4.0,0.0,0.0,,,,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.0,84.0,4.430816798843313,0.0,0.0,0.0,3.0,108.0,3.9497230346788132,0.0,0.0,0.0,2011,5,58491,0,0.0,0.0,0.0,3.0033370411568407,,3.0033370411568407,,,,,,
1103,Y05AZ0185,11,2G0064V,5,,,,112,290.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,0.0,0.0,,,,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3.0,3.0,1,6.20455776256869,99.0,2.0,5.212032733872398,1.4036423565770406,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,110.0,4.662964091062918,0.0,0.0,0.0,2010,9,9999999,0,0.0,0.0,0.0,15.492957746478872,16.842105263157894,15.284552845528454,,,,,,
1105,Y06890003,22,2G0064V,8,,,,89,276.0,283,0,203.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,1.0,1.0,1.0,5.991464547107982,99.0,4.0,3.0,3.0,4.093875095976949,1.3376926719840767,3.0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,1.0,400.0,5.991464547107982,1.0,1.0,0.0,,,,,,,3.0,369.0,4.948461171476734,2.0,2.0,0.0,2011,1,59528,0,0.0,0.0,0.0,3.376906318082789,0.0,3.3879781420765025,,,,,,
1107,Y06890005,99,2G0064V,7,,,,0,283.0,77,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,4.0,3.0,1.0,6.380461405093014,0.14948150217666986,2.0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,212.0,4.778556011511454,3.0,1.0,0.0,2009,10,9999999,0,1.0,,0.0,5.288461538461538,20.689655172413794,4.732254047322541,,,,,,
1108,Y06890005,99,2G0064V,7,,,,0,283.0,89,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,,,,,,4.0,3.0,1.0,6.380461405093014,0.14948150217666986,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,212.0,4.778556011511454,3.0,1.0,0.0,2009,11,58491,0,0.0,0.0,0.0,3.6057692307692304,,3.6057692307692304,,,,,,
1109,Y06890007,99,2G0064V,3,,,,0,1017.0,225,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,3.0,0.0,0.0,,,,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,143.0,4.223002533486494,0.0,0.0,0.0,2010,6,9999999,0,0.0,0.0,0.0,1.5584415584415585,100.0,1.4304291287386215,17.80821917808219,0.0,19.11764705882353,13.698630136986301,0.0,14.705882352941178
1110,Y06890007,22,2G0064V,3,,,,0,1017.0,349,0,92.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,3.0,0.0,0.0,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,143.0,4.223002533486494,0.0,0.0,0.0,2010,10,58491,0,0.0,0.0,0.0,8.793686583990981,15.833333333333332,7.6923076923076925,,,,,,
1111,Y06890009,99,2G0064V,8,,,,0,280.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,5.0,2.0,1.0,5.25227342804663,99.0,1.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,376.0,4.954088028567924,2.0,1.0,0.0,2009,9,9999999,0,0.0,0.0,0.0,12.334801762114537,11.666666666666666,12.4777183600713,,,,,,
1112,Y06890009,99,2G0064V,9,,,,115,281.0,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,6.0,3.0,2.0,,,,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,6.0,503.0,5.165171718823227,3.0,2.0,0.0,2011,3,58491,0,0.0,0.0,0.0,4.944375772558715,20.0,3.9525691699604746,40.17094017094017,50.0,40.128755364806864,30.34188034188034,0.0,30.472103004291846
1113,Y06890010,12,2G0064V,6,,,,0,264.0,36,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,2.0,1.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,,,,1.0,5.713732805509369,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,165.0,4.45630398183545,1.0,0.0,0.0,2010,10,9999999,0,0.0,0.0,0.0,9.869848156182211,19.565217391304348,9.360730593607306,13.88888888888889,13.333333333333334,14.035087719298245,12.5,13.333333333333334,12.280701754385964
1115,Y06890028,300,2G0064V,5,,,,0,281.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,3.0,3.0,6.28847243327449,1.0714110384225966,5.0,2,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2212.0,5.5985442824425125,3.0,3.0,1.0,2009,8,9999999,0,1.0,,1.0,17.96116504854369,35.1063829787234,3.571428571428571,,,,,,
1116,Y06890028,99,2G0064V,5,,,,0,281.0,30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,,,,,,4.0,3.0,3.0,6.28847243327449,1.0714110384225966,5.0,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2212.0,5.5985442824425125,3.0,3.0,1.0,2009,9,58491,0,0.0,0.0,1.0,14.798206278026907,9.482758620689655,15.913200723327305,,,,,,
1117,Y06890028,300,2G0064V,6,,,,0,278.0,66,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,3,1.0,1.0,1.0,5.5053315359323625,99.0,5.0,4.0,4.0,,,,,1,1,1,1,0,0,0.0,0.0,1.0,1.0,3.0,0.0,1,5.247024072160486,99.0,2.0,5.533553501256424,0.40521380464649487,,1,,,,,,,1.0,246.0,5.5053315359323625,1.0,1.0,0.0,,,,,,,,,,,,,4.0,2212.0,5.5985442824425125,3.0,3.0,1.0,2010,12,"58491, 51755",0,0.0,0.0,0.0,2.8938906752411575,,2.8938906752411575,22.570532915360502,21.27659574468085,22.794117647058822,16.614420062695924,19.148936170212767,16.176470588235293
1118,Y06890028,99,2G0064V,6,,,,0,278.0,69,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,3,1.0,1.0,1.0,5.5053315359323625,99.0,5.0,4.0,4.0,,,,,1,1,1,1,0,0,0.0,0.0,1.0,1.0,3.0,0.0,1,5.247024072160486,99.0,2.0,5.533553501256424,0.40521380464649487,,1,,,,,,,1.0,246.0,5.5053315359323625,1.0,1.0,0.0,,,,,,,,,,,,,4.0,2212.0,5.5985442824425125,3.0,3.0,1.0,2010,12,"58491, 59528",0,,0.0,0.0,3.1082529474812435,,3.1082529474812435,,,,,,
1119,Y06890028,21,2G0064V,6,,,,0,278.0,172,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,4,2.0,2.0,1.0,5.376177804046424,0.18265095926419217,6.0,5.0,4.0,,,,,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1,7.284134806195205,99.0,1.0,7.284134806195205,99.0,,0,,,,,,,1.0,190.0,5.247024072160486,1.0,0.0,0.0,,,,,,,1.0,246.0,5.5053315359323625,1.0,1.0,0.0,4.0,2212.0,5.5985442824425125,3.0,3.0,1.0,2011,3,51755,0,0.0,0.0,0.0,7.015457788347206,22.033898305084744,5.88235294117647,34.30232558139535,50.0,34.11764705882353,26.744186046511626,0.0,27.058823529411764
1120,Y06890039,99,2G0064V,4,,,,0,302.0,173,0,97.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,3.0,1.0,1.0,,,,,0,0,3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,751.0,4.555727409547882,1.0,1.0,0.0,2009,10,9999999,0,0.0,0.0,0.0,7.091346153846153,22.22222222222222,6.407035175879397,,,,,,
1121,Y06890039,22,2G0064V,4,,,,0,302.0,374,0,298.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,3.0,1.0,1.0,,,,,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,751.0,4.555727409547882,1.0,1.0,0.0,2010,5,58491,0,1.0,,0.0,1.3349514563106795,5.0,1.2437810945273633,17.80821917808219,0.0,19.11764705882353,13.698630136986301,0.0,14.705882352941178
1122,Y06890039,21,2G0064V,4,,,,0,302.0,400,0,324.0,0,0.0,0.0,0.0,0.0,0.0,3,1,3,,,,,,3.0,1.0,1.0,,,,,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3.0,751.0,4.555727409547882,1.0,1.0,0.0,2010,6,58491,0,1.0,,0.0,2.109704641350211,0.0,2.1156558533145273,,,,,,
1123,Y06890039,21,2G0064V,4,,,,0,302.0,490,0,414.0,0,0.0,0.0,0.0,0.0,0.0,4,2,4,,,,,,3.0,1.0,1.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,751.0,4.555727409547882,1.0,1.0,0.0,2010,9,"58491, 38696",0,0.0,0.0,0.0,16.470588235294116,18.96551724137931,15.957446808510639,,,,,,
1124,Y06890048,12,2G0064V,4,,,,0,284.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,5.0,3.0,0.0,4.31265321813535,0.284914848729423,3.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,200.0,4.931253449751949,3.0,0.0,0.0,2009,8,9999999,0,0.0,0.0,0.0,10.48158640226629,20.14388489208633,4.205607476635514,,,,,,
1125,Y06890048,12,2G0064V,5,,,,0,283.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,5.0,3.0,0.0,,,,,1,1,0,0,0,0,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5.0,200.0,4.931253449751949,3.0,0.0,0.0,2010,9,58491,0,0.0,0.0,0.0,15.207373271889402,20.51282051282051,13.535353535353536,,,,,,
