,NID,Quarter,Herd,Lact,M_Sys,HWI,ABV_M_Resist,PI-M,Gest,DIM,AbCode,DCC,Ab_RxStat,TBred,Lact_xLame,Life_xLame,Lact_xMetabolic,Life_xMetabolic,Lact_xmast,Lact_qxmast,Life_xmast,TLSCC,TL150SCC,TL200SCC,TL_mean_logSCC,TL_sd_logSCC,LIFESCC,LIFE150SCC,LIFE200SCC,Outcome_Mean_logSCC_next_lact,Outcome_Std_logSCC_next_lact,Outcome_Count_logSCC_next_lact,Outcome_Next_Lact_max_xmast,Outcome_failure_T,Outcome_failure_D,Outcome_Lact_mast_reoccur,Outcome_Recurred,Pregnant,Outcome_Sold,Outcome_num_tests_30to60,Outcome_num_tests_30to60_SCC<200,Outcome_num_tests_60to90,Outcome_num_tests_60to90_SCC<200,Outcome_num_tests_after90,Outcome_num_tests_after90_SCC<200,Outcome_num_tests_30to100,Outcome_30to100_mean_logSCC,Outcome_30to100_sd_mean_logSCC,Outcome_num_tests_30to150,Outcome_30to150_mean_logSCC,Outcome_30to150_sd_mean_logSCC,DSLB,Outcome_Failure,pre_num_tests_0to30,pre_num_tests_0to30_max,pre_num_tests_0to30_logmean,pre_num_tests_0to30_SCC>150,pre_num_tests_0to30_SCC>200,pre_num_tests_0to30_SCC>1000,pre_num_tests_31to60,pre_num_tests_31to60_max,pre_num_tests_31to60_logmean,pre_num_tests_31to60_SCC>150,pre_num_tests_31to60_SCC>200,pre_num_tests_31to60_SCC>1000,pre_num_tests_61to90,pre_num_tests_61to90_max,pre_num_tests_61to90_logmean,pre_num_tests_61to90_SCC>150,pre_num_tests_61to90_SCC>200,pre_num_tests_61to90_SCC>1000,pre_num_tests_g90,pre_num_tests_g90_max,pre_num_tests_g90_logmean,pre_num_tests_g90_SCC>150,pre_num_tests_g90_SCC>200,pre_num_tests_g90_SCC>1000,prelact_SCC_count,prelact_SCC_max,prelact_logSCC_mean,prelact_SCC>150,prelact_SCC>200,prelact_SCC>1000,Rx_Year,Rx_Month,Prev_AllRxCodes,Outcome_Sold100,Outcome_Rec100,Outcome_Shortloss,Outcome_Longloss,pre_herd_mast_percent,pre_herd_fresh_mast_percent,pre_herd_greater14day_mast_percent,pre_herd_SCC_percent_g150,pre_herd_SCC__DIM_less31_percent_g150,pre_herd_SCC__DIM_more30_percent_g150,pre_herd_SCC_percent_g200,pre_herd_SCC__DIM_less31_percent_g200,pre_herd_SCC__DIM_more30_percent_g200
693,Z12AL0224,99,2K0084M,3,,,,97,288.0,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,2,,,,,,1.0,0.0,0.0,,,,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,4.07753744390572,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,99.0,4.59511985013459,0.0,0.0,0.0,2015,9,51755,0,0.0,0.0,,7.345971563981042,8.108108108108109,7.2727272727272725,,,,,,
694,Z12AL0224,99,2K0084M,4,,,,79,277.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,2,,,,,,2.0,0.0,0.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,99.0,4.336328647020155,0.0,0.0,0.0,2016,10,51755,0,0.0,0.0,0.0,18.211920529801322,9.67741935483871,18.673647469458988,,,,,,
695,Z12AL0224,99,2K0084M,4,,,,79,277.0,246,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,,3,,,,,,2.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,99.0,4.336328647020155,0.0,0.0,0.0,2017,6,49851,0,0.0,0.0,0.0,6.435643564356436,5.555555555555555,6.462585034013606,,,,,,
696,Z12AL0229,21,2K0084M,2,,,,98,285.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,2.6390573296152584,0.0,0.0,0.0,2015,8,9999999,0,0.0,0.0,0.0,5.704697986577181,13.636363636363635,1.0638297872340425,21.69811320754717,100.0,20.192307692307693,16.9811320754717,100.0,15.384615384615385
697,Z12AL0230,99,2K0084M,3,,,,117,286.0,328,0,198.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,1.0,0.0,0.0,3.1354942159291497,99.0,4.0,0.0,0.0,5.420534999272286,99.0,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,23.0,3.1354942159291497,0.0,0.0,0.0,3.0,99.0,3.793192304257411,0.0,0.0,0.0,2017,6,9999999,0,0.0,0.0,0.0,28.235294117647058,0.0,28.368794326241137,,,,,,
698,Z12AL0233,99,2K0084M,3,,,,79,286.0,18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,6.0,1.0,0.0,,,,3,0,0,4,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1,8.455955881945048,99.0,1.0,8.455955881945048,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,157.0,3.4025660491927083,1.0,0.0,0.0,2016,8,9999999,0,0.0,0.0,,7.459207459207459,4.477611940298507,8.813559322033898,,,,,,
699,Z12AL0233,99,2K0084M,3,,,,79,286.0,122,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,1.0,1.0,1.0,8.455955881945048,99.0,7.0,2.0,1.0,,,,3,0,0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,7.99260665240021,99.0,1.0,7.99260665240021,99.0,,0,1.0,4703.0,8.455955881945048,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,6.0,157.0,3.4025660491927083,1.0,0.0,0.0,2016,11,49851,0,1.0,1.0,,8.112582781456954,,8.112582781456954,38.2183908045977,100.0,38.04034582132565,31.60919540229885,100.0,31.412103746397698
700,Z12AL0233,99,2K0084M,3,,,,79,286.0,134,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,,3,1.0,1.0,1.0,8.455955881945048,99.0,7.0,2.0,1.0,,,,3,0,0,2,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,7.99260665240021,99.0,1.0,7.99260665240021,99.0,,0,,,,,,,1.0,4703.0,8.455955881945048,1.0,1.0,1.0,,,,,,,,,,,,,6.0,157.0,3.4025660491927083,1.0,0.0,0.0,2016,12,49851,0,1.0,1.0,,5.423728813559322,,5.423728813559322,38.2183908045977,100.0,38.04034582132565,31.60919540229885,100.0,31.412103746397698
701,Z12AL0233,99,2K0084M,3,,,,79,286.0,176,0,36.0,0,0.0,0.0,0.0,0.0,0.0,4,,4,1.0,1.0,1.0,8.455955881945048,99.0,7.0,2.0,1.0,,,,3,1,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,1.0,4703.0,8.455955881945048,1.0,1.0,1.0,,,,,,,6.0,157.0,3.4025660491927083,1.0,0.0,0.0,2017,1,49851,0,1.0,,,7.421875,,7.421875,,,,,,
702,Z12AL0233,99,2K0084M,3,,,,79,286.0,191,0,51.0,0,0.0,0.0,0.0,0.0,0.0,5,,5,2.0,2.0,2.0,8.224281267172628,0.327637382268717,8.0,3.0,2.0,,,,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,2959.0,7.99260665240021,1.0,1.0,1.0,,,,,,,,,,,,,1.0,4703.0,8.455955881945048,1.0,1.0,1.0,6.0,157.0,3.4025660491927083,1.0,0.0,0.0,2017,2,47941,0,0.0,0.0,,7.6923076923076925,,7.6923076923076925,44.16058394160584,,44.16058394160584,37.591240875912405,,37.591240875912405
703,Z12AL0233,22,2K0084M,4,,,,108,274.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,,,,,,8.0,3.0,2.0,,,,,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4703.0,4.607994853687688,3.0,2.0,2.0,2017,9,49851,0,1.0,,0.0,4.661654135338346,6.382978723404255,4.53074433656958,,,,,,
704,Z12AL0233,22,2K0084M,4,,,,108,274.0,11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,7,,,,,,8.0,3.0,2.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4703.0,4.607994853687688,3.0,2.0,2.0,2017,9,47941,0,1.0,,0.0,5.873715124816446,9.090909090909092,5.651491365777081,,,,,,
705,Z12AL0233,99,2K0084M,4,,,,108,274.0,19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,,8,,,,,,8.0,3.0,2.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4703.0,4.607994853687688,3.0,2.0,2.0,2017,10,47941,0,0.0,0.0,0.0,9.343065693430656,31.25,8.819133034379671,,,,,,
706,Z12AL0237,12,2K0084M,1,,,,84,,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,4.605170185988092,99.0,1.0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,7,9999999,0,0.0,0.0,0.0,6.172839506172839,7.8431372549019605,3.3333333333333335,,,,,,
707,Z12AL0238,99,2K0084M,2,,,,103,284.0,169,0,48.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,2.0,0.0,0.0,,,,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,69.0,4.129729097666205,0.0,0.0,0.0,2016,10,9999999,0,1.0,,0.0,20.198675496688743,5.88235294117647,20.61328790459966,,,,,,
708,Z12AL0238,99,2K0084M,2,,,,103,284.0,257,0,136.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,1.0,0.0,0.0,3.784189633918261,99.0,3.0,0.0,0.0,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,1.0,44.0,3.784189633918261,0.0,0.0,0.0,,,,,,,2.0,69.0,4.129729097666205,0.0,0.0,0.0,2017,1,49851,0,0.0,0.0,0.0,6.4453125,,6.4453125,,,,,,
709,Z12AL0252,99,2K0084M,3,,,,91,297.0,236,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,5.0,1.0,1.0,4.02535169073515,99.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,749.0,4.172363709699317,1.0,1.0,0.0,2017,4,9999999,0,0.0,0.0,0.0,6.626506024096386,1.639344262295082,7.322654462242563,,,,,,
710,Z12AL0260,12,2K0084M,2,,,,87,272.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,6.720220155135295,99.0,1.0,4,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,4.110873864173311,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,144.0,4.969813299576001,0.0,0.0,0.0,2015,9,9999999,0,0.0,0.0,1.0,5.542725173210162,16.666666666666664,4.534005037783375,,,,,,
711,Z12AL0260,99,2K0084M,2,,,,87,272.0,205,0,142.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,2.0,0.0,0.0,4.06811277745423,0.060473308779936494,3.0,0.0,0.0,6.720220155135295,99.0,1.0,4,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,1.0,61.0,4.110873864173311,0.0,0.0,0.0,1.0,56.0,4.02535169073515,0.0,0.0,0.0,1.0,144.0,4.969813299576001,0.0,0.0,0.0,2016,4,49851,0,0.0,0.0,1.0,7.975460122699387,18.571428571428573,5.078125,,,,,,
712,Z12AL0260,99,2K0084M,3,,,,106,285.0,61,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,3,,,,,,3.0,0.0,0.0,7.358193752733032,99.0,1.0,6,0,0,3,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1,6.720220155135295,99.0,1.0,6.720220155135295,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,144.0,4.3686796181614875,0.0,0.0,0.0,2016,11,49851,0,1.0,1.0,1.0,16.39072847682119,,16.39072847682119,,,,,,
713,Z12AL0260,99,2K0084M,3,,,,106,285.0,92,0,16.0,0,0.0,0.0,0.0,0.0,0.0,2,,4,,,,,,3.0,0.0,0.0,7.358193752733032,99.0,1.0,6,1,0,2,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1,6.720220155135295,99.0,1.0,6.720220155135295,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,3.0,144.0,4.3686796181614875,0.0,0.0,0.0,2016,12,49851,0,1.0,1.0,1.0,5.6951423785594635,,5.6951423785594635,38.2183908045977,100.0,38.04034582132565,31.60919540229885,100.0,31.412103746397698
714,Z12AL0260,11,2K0084M,3,,,,106,285.0,95,0,19.0,0,0.0,0.0,0.0,0.0,0.0,2,1,4,,,,,,3.0,0.0,0.0,7.358193752733032,99.0,1.0,6,1,0,2,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1,6.720220155135295,99.0,1.0,6.720220155135295,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,3.0,144.0,4.3686796181614875,0.0,0.0,0.0,2016,12,49851,0,,,1.0,5.192629815745393,,5.192629815745393,38.2183908045977,100.0,38.04034582132565,31.60919540229885,100.0,31.412103746397698
715,Z12AL0260,99,2K0084M,3,,,,106,285.0,146,0,70.0,0,0.0,0.0,0.0,0.0,0.0,3,,5,,,,,,3.0,0.0,0.0,7.358193752733032,99.0,1.0,6,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,144.0,4.3686796181614875,0.0,0.0,0.0,2017,1,49851,0,0.0,0.0,1.0,9.288537549407115,,9.288537549407115,,,,,,
716,Z12AL0260,99,2K0084M,3,,,,106,285.0,285,0,209.0,0,0.0,0.0,0.0,0.0,0.0,4,,6,1.0,1.0,1.0,6.720220155135295,99.0,4.0,1.0,1.0,7.358193752733032,99.0,1.0,6,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,829.0,6.720220155135295,1.0,1.0,0.0,3.0,144.0,4.3686796181614875,0.0,0.0,0.0,2017,6,47941,0,0.0,0.0,1.0,8.99581589958159,0.0,9.148936170212766,,,,,,
717,Z12AL0260,11,2K0084M,4,,,,0,278.0,31,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,7,,,,,,4.0,1.0,1.0,,,,,1,0,5,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,829.0,4.956564752404939,1.0,1.0,0.0,2017,9,49851,0,1.0,,0.0,6.656804733727811,6.666666666666667,6.656101426307448,,,,,,
718,Z12AL0260,22,2K0084M,4,,,,0,278.0,35,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,7,,,,,,4.0,1.0,1.0,,,,,1,0,5,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,7.358193752733032,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,829.0,4.956564752404939,1.0,1.0,0.0,2017,9,47941,0,,0.0,0.0,5.873715124816446,9.090909090909092,5.651491365777081,,,,,,
719,Z12AL0260,21,2K0084M,4,,,,0,278.0,108,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,8,,,,,,4.0,1.0,1.0,,,,,0,0,4,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,7.358193752733032,99.0,1.0,7.358193752733032,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,829.0,4.956564752404939,1.0,1.0,0.0,2017,12,47941,0,1.0,1.0,0.0,6.794682422451995,,6.794682422451995,,,,,,
720,Z12AL0260,21,2K0084M,4,,,,0,278.0,135,0,7.0,0,0.0,0.0,0.0,0.0,0.0,3,2,9,,,,,,4.0,1.0,1.0,,,,,0,0,3,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1,7.358193752733032,99.0,1.0,7.358193752733032,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,829.0,4.956564752404939,1.0,1.0,0.0,2018,1,47115,0,1.0,1.0,0.0,3.851851851851852,0.0,3.857566765578635,,,,,,
721,Z12AL0260,22,2K0084M,4,,,,0,278.0,181,0,53.0,0,0.0,0.0,0.0,0.0,0.0,4,2,10,,,,,,4.0,1.0,1.0,,,,,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,829.0,4.956564752404939,1.0,1.0,0.0,2018,2,47941,0,1.0,,0.0,13.03538175046555,,13.03538175046555,,,,,,
722,Z12AL0260,12,2K0084M,4,,,,0,278.0,189,0,61.0,0,0.0,0.0,0.0,0.0,0.0,5,1,11,1.0,1.0,1.0,7.358193752733032,99.0,5.0,2.0,2.0,,,,,1,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1.0,1569.0,7.358193752733032,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,4.0,829.0,4.956564752404939,1.0,1.0,0.0,2018,2,47941,0,1.0,,0.0,13.457943925233645,,13.457943925233645,38.88888888888889,,38.88888888888889,31.57894736842105,,31.57894736842105
723,Z12AL0260,21,2K0084M,4,,,,0,278.0,242,0,114.0,0,0.0,0.0,0.0,0.0,0.0,6,3,12,1.0,1.0,1.0,7.358193752733032,99.0,5.0,2.0,2.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,1.0,1569.0,7.358193752733032,1.0,1.0,1.0,,,,,,,,,,,,,4.0,829.0,4.956564752404939,1.0,1.0,0.0,2018,4,47941,0,0.0,0.0,0.0,4.725897920604915,3.75,4.8997772828507795,,,,,,
724,Z12AL0263,99,2K0084M,3,,,,102,283.0,30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,4.0,0.0,0.0,6.725033642166843,99.0,1.0,3,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,7.640603826393634,99.0,1.0,7.640603826393634,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,130.0,4.074019451538295,0.0,0.0,0.0,2016,9,9999999,0,0.0,0.0,1.0,13.321167883211679,11.594202898550725,13.569937369519833,,,,,,
725,Z12AL0263,99,2K0084M,3,,,,102,283.0,316,0,198.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,1.0,1.0,1.0,7.640603826393634,99.0,5.0,1.0,1.0,6.725033642166843,99.0,1.0,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,2081.0,7.640603826393634,1.0,1.0,1.0,4.0,130.0,4.074019451538295,0.0,0.0,0.0,2017,6,"38696, 49851",0,0.0,0.0,1.0,28.235294117647058,0.0,28.368794326241137,,,,,,
726,Z12AL0263,22,2K0084M,4,,,,93,274.0,132,0,62.0,0,0.0,0.0,0.0,0.0,0.0,1,1,3,,,,,,5.0,1.0,1.0,,,,,0,0,2,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1,6.725033642166843,99.0,1.0,6.725033642166843,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2081.0,4.7873363265093625,1.0,1.0,1.0,2018,1,49851,0,1.0,1.0,0.0,2.2222222222222223,,2.2222222222222223,,,,,,
727,Z12AL0263,21,2K0084M,4,,,,93,274.0,149,0,79.0,0,0.0,0.0,0.0,0.0,0.0,2,1,4,,,,,,5.0,1.0,1.0,,,,,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2081.0,4.7873363265093625,1.0,1.0,1.0,2018,2,47115,0,1.0,,0.0,5.9259259259259265,,5.9259259259259265,,,,,,
728,Z12AL0263,99,2K0084M,4,,,,93,274.0,149,0,79.0,0,0.0,0.0,0.0,0.0,0.0,2,,4,,,,,,5.0,1.0,1.0,,,,,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2081.0,4.7873363265093625,1.0,1.0,1.0,2018,2,47941,0,1.0,,0.0,5.9259259259259265,,5.9259259259259265,,,,,,
729,Z12AL0263,21,2K0084M,4,,,,93,274.0,213,0,143.0,0,0.0,0.0,0.0,0.0,0.0,3,2,5,1.0,1.0,1.0,6.725033642166843,99.0,6.0,2.0,2.0,,,,,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,1.0,833.0,6.725033642166843,1.0,1.0,0.0,,,,,,,,,,,,,5.0,2081.0,4.7873363265093625,1.0,1.0,1.0,2018,4,49851,0,0.0,0.0,0.0,5.3418803418803416,2.2222222222222223,5.673758865248227,,,,,,
730,Z12AL0265,99,2K0084M,3,,,,92,282.0,62,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,4.0,0.0,0.0,3.8066624897703196,99.0,1.0,0,0,0,1,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1,4.110873864173311,99.0,2.0,4.377632381657342,0.3772535133044561,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,66.0,3.7843509971201454,0.0,0.0,0.0,2016,10,9999999,0,0.0,0.0,0.0,17.549668874172188,6.0606060606060606,18.21366024518389,,,,,,
731,Z12AL0265,99,2K0084M,3,,,,92,282.0,306,0,206.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,2.0,0.0,0.0,4.377632381657342,0.3772535133044561,6.0,0.0,0.0,3.8066624897703196,99.0,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,2.0,104.0,4.377632381657342,0.0,0.0,0.0,4.0,66.0,3.7843509971201454,0.0,0.0,0.0,2017,6,49851,0,0.0,0.0,0.0,14.003590664272892,5.555555555555555,14.285714285714285,,,,,,
732,Z12AL0266,12,2K0084M,2,,,,86,274.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,2.0,0.0,0.0,5.472270673671475,99.0,1.0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1,6.583409222158765,99.0,2.0,6.272207280891019,0.4401060059776809,,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,47.0,3.8171686178141595,0.0,0.0,0.0,2015,9,9999999,0,0.0,0.0,0.0,10.579345088161208,15.686274509803921,9.826589595375722,21.69811320754717,100.0,20.192307692307693,16.9811320754717,100.0,15.384615384615385
733,Z12AL0266,99,2K0084M,3,,,,108,286.0,307,0,209.0,0,0.0,0.0,0.0,0.0,0.0,1,,2,1.0,1.0,1.0,5.472270673671475,99.0,5.0,3.0,3.0,7.845024417241484,99.0,1.0,2,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,238.0,5.472270673671475,1.0,1.0,0.0,4.0,723.0,5.044687949352589,2.0,2.0,0.0,2017,6,49851,0,0.0,0.0,1.0,8.99581589958159,0.0,9.148936170212766,,,,,,
734,Z12AL0266,11,2K0084M,4,,,,86,258.0,246,0,154.0,0,0.0,0.0,0.0,0.0,0.0,1,1,3,1.0,1.0,1.0,7.845024417241484,99.0,6.0,4.0,4.0,,,,,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,1.0,2553.0,7.845024417241484,1.0,1.0,1.0,,,,,,,,,,,,,5.0,723.0,5.1302044942163665,3.0,3.0,0.0,2018,4,49851,0,1.0,,0.0,5.8165548098434,0.0,6.1465721040189125,38.88888888888889,,38.88888888888889,31.57894736842105,,31.57894736842105
735,Z12AL0266,11,2K0084M,4,,,,86,258.0,274,0,182.0,0,0.0,0.0,0.0,0.0,0.0,2,2,4,1.0,1.0,1.0,7.845024417241484,99.0,6.0,4.0,4.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,1.0,2553.0,7.845024417241484,1.0,1.0,1.0,,,,,,,5.0,723.0,5.1302044942163665,3.0,3.0,0.0,2018,5,47941,0,0.0,0.0,0.0,5.434782608695652,6.451612903225806,5.3742802303262955,,,,,,
736,Z12AL0269,11,2K0084M,1,,,,97,,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,4.761845095588271,0.2941114546218221,2.0,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,8,9999999,0,0.0,0.0,0.0,13.559322033898304,19.17808219178082,4.444444444444445,,,,,,
737,Z12AL0269,22,2K0084M,2,,,,94,283.0,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,5.247024072160486,99.0,1.0,4,0,0,1,1,0,0,0.0,0.0,0.0,0.0,2.0,2.0,,,,1.0,4.553876891600541,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,29.0,3.367295829986474,0.0,0.0,0.0,2015,8,"47941, 49851",0,1.0,,0.0,9.651474530831099,16.0,8.053691275167784,21.69811320754717,100.0,20.192307692307693,16.9811320754717,100.0,15.384615384615385
738,Z12AL0269,21,2K0084M,2,,,,94,283.0,16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,1.0,0.0,0.0,5.247024072160486,99.0,1.0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,,,,1.0,4.553876891600541,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,29.0,3.367295829986474,0.0,0.0,0.0,2015,9,49851,0,0.0,0.0,0.0,10.579345088161208,15.686274509803921,9.826589595375722,21.69811320754717,100.0,20.192307692307693,16.9811320754717,100.0,15.384615384615385
739,Z12AL0269,99,2K0084M,3,,,,89,288.0,39,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,3,,,,,,3.0,0.0,0.0,6.003887067106539,99.0,1.0,0,0,0,3,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1,5.247024072160486,99.0,1.0,5.247024072160486,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,144.0,4.296995340387672,0.0,0.0,0.0,2016,9,49851,0,1.0,0.0,0.0,19.689119170984455,32.69230769230769,18.40607210626186,,,,,,
