CowID,Cow Sold,Herd Sold,Cow Shortloss,Herd Shortloss,Cow Longloss,Herd Longloss,Cow Failure,Herd Failure,Cow Recurred,Herd Recurred,Cow Quality
N11840675,82.0,56,80.0,55,83.0,60,58.0,49,64.0,53,4
N11840675,81.0,56,81.0,55,86.0,60,45.0,49,64.0,53,4
N11840675,82.0,56,83.0,55,88.0,60,40.0,49,60.0,53,4
N11844280,60.0,56,57.0,55,59.0,60,34.0,49,37.0,53,3
N11844282,24.0,56,43.0,55,54.0,60,56.0,49,33.0,53,3
N11844282,71.0,56,63.0,55,69.0,60,38.0,49,54.0,53,4
N11844283,20.0,56,42.0,55,56.0,60,46.0,49,32.0,53,3
N11844283,19.0,56,42.0,55,56.0,60,46.0,49,32.0,53,3
N11844283,23.0,56,52.0,55,57.0,60,51.0,49,47.0,53,3
N11844283,72.0,56,74.0,55,75.0,60,50.0,49,71.0,53,4
N11844283,78.0,56,78.0,55,80.0,60,51.0,49,70.0,53,4
N11844283,84.0,56,82.0,55,84.0,60,36.0,49,47.0,53,4
N11850182,56.0,56,53.0,55,60.0,60,55.0,49,59.0,53,3
N11850182,77.0,56,57.0,55,66.0,60,32.0,49,32.0,53,4
N11850182,82.0,56,73.0,55,75.0,60,39.0,49,39.0,53,4
N11850182,86.0,56,77.0,55,81.0,60,23.0,49,47.0,53,4
N11850184,46.0,56,51.0,55,44.0,60,54.0,49,62.0,53,3
N11850184,51.0,56,64.0,55,60.0,60,56.0,49,65.0,53,3
N11850184,21.0,56,53.0,55,45.0,60,56.0,49,67.0,53,3
N11850185,15.0,56,29.0,55,27.0,60,58.0,49,37.0,53,2
N11850185,57.0,56,49.0,55,49.0,60,56.0,49,65.0,53,3
N11850186,42.0,56,37.0,55,33.0,60,56.0,49,49.0,53,2
N11850186,47.0,56,56.0,55,59.0,60,53.0,49,64.0,53,3
N11850186,23.0,56,57.0,55,52.0,60,58.0,49,59.0,53,3
N11850188,20.0,56,44.0,55,48.0,60,56.0,49,59.0,53,3
N11850188,22.0,56,54.0,55,53.0,60,47.0,49,62.0,53,3
N11850189,11.0,56,24.0,55,34.0,60,31.0,49,8.0,53,2
N11850189,76.0,56,64.0,55,65.0,60,47.0,49,40.0,53,4
N11850196,44.0,56,44.0,55,33.0,60,50.0,49,57.0,53,3
N11850196,65.0,56,66.0,55,66.0,60,50.0,49,45.0,53,3
N11850198,41.0,56,44.0,55,36.0,60,44.0,49,65.0,53,3
N11850199,24.0,56,44.0,55,51.0,60,51.0,49,65.0,53,3
N11850199,19.0,56,44.0,55,52.0,60,48.0,49,55.0,53,3
N11850200,34.0,56,44.0,55,35.0,60,52.0,49,64.0,53,3
N11850200,45.0,56,59.0,55,49.0,60,53.0,49,68.0,53,3
N11850200,63.0,56,70.0,55,69.0,60,48.0,49,63.0,53,3
N11850201,12.0,56,20.0,55,26.0,60,46.0,49,28.0,53,1
N11850201,52.0,56,57.0,55,60.0,60,59.0,49,65.0,53,3
N11850201,58.0,56,67.0,55,72.0,60,56.0,49,67.0,53,4
N11850201,61.0,56,77.0,55,76.0,60,56.0,49,73.0,53,4
N11850201,63.0,56,77.0,55,80.0,60,57.0,49,74.0,53,4
N11850201,79.0,56,71.0,55,85.0,60,46.0,49,67.0,53,4
N11850201,82.0,56,77.0,55,88.0,60,34.0,49,64.0,53,4
N11850201,87.0,56,79.0,55,86.0,60,49.0,49,50.0,53,4
N11850202,37.0,56,49.0,55,55.0,60,53.0,49,61.0,53,3
N11850202,44.0,56,63.0,55,65.0,60,53.0,49,69.0,53,3
N11850202,50.0,56,73.0,55,75.0,60,48.0,49,75.0,53,4
N11850202,12.0,56,42.0,55,61.0,60,45.0,49,45.0,53,3
N11850202,82.0,56,75.0,55,86.0,60,36.0,49,36.0,53,4
N11850204,62.0,56,62.0,55,66.0,60,50.0,49,59.0,53,3
N11850205,12.0,56,29.0,55,31.0,60,45.0,49,24.0,53,2
N11850205,13.0,56,38.0,55,49.0,60,53.0,49,16.0,53,2
N11850205,66.0,56,63.0,55,74.0,60,61.0,49,69.0,53,4
N11850205,32.0,56,44.0,55,62.0,60,27.0,49,55.0,53,3
N11850205,75.0,56,65.0,55,79.0,60,54.0,49,69.0,53,4
N11850205,82.0,56,72.0,55,84.0,60,53.0,49,72.0,53,4
N11850205,35.0,56,54.0,55,70.0,60,53.0,49,63.0,53,3
N11850224,41.0,56,45.0,55,45.0,60,47.0,49,66.0,53,3
N11850224,20.0,56,63.0,55,53.0,60,54.0,49,69.0,53,3
N11850224,17.0,56,47.0,55,44.0,60,55.0,49,52.0,53,3
N11850224,57.0,56,67.0,55,77.0,60,55.0,49,74.0,53,4
N11850224,18.0,56,61.0,55,64.0,60,56.0,49,67.0,53,3
N11850224,18.0,56,61.0,55,64.0,60,56.0,49,68.0,53,3
N11850224,14.0,56,27.0,55,48.0,60,29.0,49,11.0,53,2
N11850234,9.0,56,22.0,55,26.0,60,51.0,49,18.0,53,1
N11850234,16.0,56,44.0,55,49.0,60,50.0,49,33.0,53,2
N11850234,23.0,56,52.0,55,60.0,60,55.0,49,53.0,53,3
N11850236,39.0,56,41.0,55,30.0,60,54.0,49,53.0,53,3
N11850236,87.0,56,70.0,55,83.0,60,57.0,49,58.0,53,4
N11854101,39.0,56,55.0,55,64.0,60,48.0,49,70.0,53,3
N11854103,54.0,56,44.0,55,41.0,60,55.0,49,48.0,53,3
N11857180,18.0,56,37.0,55,32.0,60,50.0,49,49.0,53,2
N11857181,50.0,56,41.0,55,39.0,60,60.0,49,42.0,53,3
N11857182,18.0,56,27.0,55,26.0,60,60.0,49,46.0,53,2
N11857182,12.0,56,35.0,55,36.0,60,48.0,49,21.0,53,2
N11857182,79.0,56,69.0,55,68.0,60,64.0,49,60.0,53,4
N11857182,82.0,56,76.0,55,74.0,60,51.0,49,64.0,53,4
N11857184,31.0,56,34.0,55,34.0,60,58.0,49,53.0,53,3
N11857186,55.0,56,53.0,55,53.0,60,55.0,49,42.0,53,3
N11857187,70.0,56,61.0,55,73.0,60,55.0,49,57.0,53,4
N11857187,77.0,56,70.0,55,82.0,60,46.0,49,56.0,53,4
N11857187,82.0,56,78.0,55,86.0,60,33.0,49,54.0,53,4
N11857187,82.0,56,81.0,55,89.0,60,44.0,49,54.0,53,4
N11868769,66.0,56,57.0,55,57.0,60,65.0,49,54.0,53,3
N11868769,67.0,56,58.0,55,57.0,60,65.0,49,54.0,53,3
N12886092,61.0,56,51.0,55,44.0,60,50.0,49,31.0,53,3
N12889299,24.0,56,16.0,55,12.0,60,28.0,49,33.0,53,2
N12893398,61.0,56,55.0,55,51.0,60,41.0,49,54.0,53,3
N12893398,69.0,56,70.0,55,67.0,60,27.0,49,57.0,53,3
N12896268,47.0,56,30.0,55,45.0,60,42.0,49,4.0,53,2
N12896270,37.0,56,40.0,55,28.0,60,57.0,49,49.0,53,2
N12896270,61.0,56,56.0,55,56.0,60,59.0,49,59.0,53,3
N12896270,65.0,56,59.0,55,65.0,60,36.0,49,68.0,53,3
N12896271,22.0,56,31.0,55,29.0,60,53.0,49,40.0,53,2
N12896271,22.0,56,31.0,55,29.0,60,53.0,49,40.0,53,2
N12896271,17.0,56,39.0,55,31.0,60,48.0,49,34.0,53,2
N12896271,79.0,56,58.0,55,70.0,60,34.0,49,50.0,53,4
N12896274,15.0,56,27.0,55,32.0,60,56.0,49,12.0,53,2
N12896275,62.0,56,56.0,55,46.0,60,52.0,49,62.0,53,3
N12899412,69.0,56,58.0,55,73.0,60,41.0,49,44.0,53,4
N12899412,68.0,56,67.0,55,80.0,60,53.0,49,59.0,53,4
N12899412,82.0,56,74.0,55,86.0,60,44.0,49,65.0,53,4
N12899412,82.0,56,74.0,55,86.0,60,50.0,49,67.0,53,4
N12899412,84.0,56,80.0,55,89.0,60,49.0,49,68.0,53,4
N12899412,86.0,56,83.0,55,92.0,60,46.0,49,63.0,53,5
N12899413,60.0,56,52.0,55,49.0,60,36.0,49,48.0,53,3
N12899416,60.0,56,49.0,55,58.0,60,61.0,49,38.0,53,3
N12899418,53.0,56,46.0,55,38.0,60,52.0,49,50.0,53,3
N12899419,60.0,56,54.0,55,59.0,60,37.0,49,42.0,53,3
N12899420,76.0,56,49.0,55,66.0,60,26.0,49,32.0,53,4
N12903630,37.0,56,51.0,55,77.0,60,48.0,49,68.0,53,4
N12903630,37.0,56,51.0,55,77.0,60,48.0,49,70.0,53,4
N12903630,46.0,56,64.0,55,86.0,60,49.0,49,69.0,53,4
N12903630,53.0,56,73.0,55,91.0,60,54.0,49,71.0,53,5
N12903630,66.0,56,60.0,55,79.0,60,55.0,49,72.0,53,4
N12903630,78.0,56,64.0,55,84.0,60,32.0,49,61.0,53,4
N12903630,81.0,56,83.0,55,86.0,60,19.0,49,63.0,53,4
N12903630,81.0,56,85.0,55,89.0,60,39.0,49,65.0,53,4
N12903631,54.0,56,46.0,55,48.0,60,51.0,49,64.0,53,3
N12903631,21.0,56,48.0,55,37.0,60,59.0,49,62.0,53,3
N12903632,61.0,56,52.0,55,53.0,60,29.0,49,52.0,53,3
N12903634,10.0,56,31.0,55,33.0,60,49.0,49,26.0,53,2
N12903634,50.0,56,59.0,55,59.0,60,53.0,49,70.0,53,3
N12903634,28.0,56,51.0,55,37.0,60,43.0,49,59.0,53,3
N12903634,78.0,56,75.0,55,75.0,60,49.0,49,68.0,53,4
N12903634,80.0,56,78.0,55,87.0,60,57.0,49,52.0,53,4
N12903636,16.0,56,27.0,55,27.0,60,57.0,49,31.0,53,2
N12903636,64.0,56,53.0,55,50.0,60,53.0,49,52.0,53,3
N12903638,37.0,56,31.0,55,29.0,60,53.0,49,51.0,53,3
N12903638,37.0,56,31.0,55,29.0,60,53.0,49,53.0,53,3
N12903638,53.0,56,54.0,55,50.0,60,58.0,49,55.0,53,3
N12903638,15.0,56,40.0,55,42.0,60,52.0,49,53.0,53,3
N12903639,51.0,56,48.0,55,66.0,60,61.0,49,55.0,53,3
N12903639,63.0,56,61.0,55,75.0,60,55.0,49,57.0,53,4
N12903639,75.0,56,73.0,55,83.0,60,62.0,49,70.0,53,4
N12903640,21.0,56,35.0,55,36.0,60,38.0,49,8.0,53,2
N12903645,82.0,56,62.0,55,84.0,60,29.0,49,44.0,53,4
N12903648,37.0,56,23.0,55,25.0,60,50.0,49,52.0,53,3
N12903648,42.0,56,44.0,55,50.0,60,38.0,49,56.0,53,3
N12903648,53.0,56,64.0,55,62.0,60,55.0,49,74.0,53,4
N12903648,58.0,56,68.0,55,70.0,60,51.0,49,76.0,53,4
N12903648,70.0,56,69.0,55,76.0,60,57.0,49,71.0,53,4
N12903648,74.0,56,74.0,55,80.0,60,57.0,49,65.0,53,4
N12903648,19.0,56,55.0,55,58.0,60,44.0,49,66.0,53,3
N12903653,44.0,56,39.0,55,24.0,60,54.0,49,34.0,53,2
N12903656,32.0,56,32.0,55,21.0,60,49.0,49,40.0,53,2
N12906267,11.0,56,31.0,55,37.0,60,53.0,49,27.0,53,2
N12906267,13.0,56,38.0,55,44.0,60,56.0,49,26.0,53,2
N12906267,30.0,56,54.0,55,74.0,60,37.0,49,46.0,53,4
N12906267,22.0,56,55.0,55,76.0,60,44.0,49,40.0,53,4
N12906269,15.0,56,28.0,55,28.0,60,57.0,49,47.0,53,2
N12906271,43.0,56,42.0,55,44.0,60,56.0,49,52.0,53,3
N12909430,14.0,56,29.0,55,20.0,60,52.0,49,38.0,53,2
N12909430,51.0,56,61.0,55,67.0,60,49.0,49,60.0,53,3
N12912844,42.0,56,41.0,55,33.0,60,54.0,49,53.0,53,3
N12912844,80.0,56,69.0,55,85.0,60,41.0,49,64.0,53,4
N12922900,77.0,56,69.0,55,74.0,60,43.0,49,56.0,53,4
N12922903,46.0,56,42.0,55,33.0,60,52.0,49,51.0,53,3
N12922903,58.0,56,59.0,55,54.0,60,52.0,49,63.0,53,3
N12922903,66.0,56,64.0,55,72.0,60,46.0,49,48.0,53,4
N12922903,68.0,56,73.0,55,77.0,60,55.0,49,75.0,53,4
N12922903,68.0,56,78.0,55,82.0,60,54.0,49,73.0,53,4
N12922903,32.0,56,59.0,55,67.0,60,31.0,49,63.0,53,3
N13928349,24.0,56,26.0,55,19.0,60,40.0,49,38.0,53,2
N13928349,24.0,56,26.0,55,19.0,60,45.0,49,38.0,53,2
N13928349,51.0,56,55.0,55,58.0,60,56.0,49,69.0,53,3
N13928349,77.0,56,70.0,55,86.0,60,59.0,49,70.0,53,4
N13928350,37.0,56,38.0,55,35.0,60,54.0,49,59.0,53,3
N13928350,54.0,56,47.0,55,68.0,60,29.0,49,51.0,53,3
N13928350,60.0,56,72.0,55,85.0,60,52.0,49,71.0,53,4
N13928350,83.0,56,69.0,55,85.0,60,64.0,49,72.0,53,4
N13928352,32.0,56,31.0,55,18.0,60,53.0,49,46.0,53,2
N13928353,54.0,56,44.0,55,44.0,60,48.0,49,56.0,53,3
N13928354,19.0,56,31.0,55,21.0,60,42.0,49,39.0,53,2
N13928356,55.0,56,46.0,55,46.0,60,34.0,49,46.0,53,3
N13928358,14.0,56,38.0,55,25.0,60,45.0,49,30.0,53,2
N13928358,14.0,56,38.0,55,25.0,60,45.0,49,30.0,53,2
N13928358,51.0,56,62.0,55,76.0,60,52.0,49,61.0,53,4
N13928362,44.0,56,41.0,55,28.0,60,57.0,49,44.0,53,2
N13928362,62.0,56,59.0,55,59.0,60,45.0,49,51.0,53,3
N13928363,48.0,56,44.0,55,36.0,60,53.0,49,43.0,53,2
N13928363,50.0,56,50.0,55,49.0,60,59.0,49,59.0,53,3
N13931868,63.0,56,51.0,55,52.0,60,32.0,49,45.0,53,3
N13931869,54.0,56,47.0,55,48.0,60,56.0,49,56.0,53,3
N13935442,19.0,56,24.0,55,23.0,60,46.0,49,49.0,53,2
N13935442,22.0,56,34.0,55,37.0,60,49.0,49,50.0,53,3
N13935444,53.0,56,42.0,55,41.0,60,51.0,49,35.0,53,3
N13935445,11.0,56,20.0,55,15.0,60,51.0,49,36.0,53,2
N13935445,17.0,56,31.0,55,24.0,60,44.0,49,41.0,53,2
N13935445,48.0,56,52.0,55,58.0,60,53.0,49,70.0,53,3
N13935445,67.0,56,69.0,55,72.0,60,53.0,49,70.0,53,4
N13935445,70.0,56,74.0,55,77.0,60,40.0,49,61.0,53,4
N13935446,32.0,56,33.0,55,19.0,60,51.0,49,43.0,53,2
N13935448,60.0,56,58.0,55,57.0,60,52.0,49,52.0,53,3
N13935450,60.0,56,54.0,55,55.0,60,52.0,49,35.0,53,3
N13935451,65.0,56,56.0,55,68.0,60,21.0,49,46.0,53,3
N13935453,28.0,56,26.0,55,19.0,60,52.0,49,43.0,53,2
N13935453,24.0,56,35.0,55,40.0,60,55.0,49,61.0,53,3
N13935453,26.0,56,40.0,55,50.0,60,55.0,49,68.0,53,3
N13935453,49.0,56,61.0,55,71.0,60,51.0,49,73.0,53,4
N13935453,87.0,56,60.0,55,91.0,60,23.0,49,48.0,53,5
N13935453,90.0,56,80.0,55,93.0,60,34.0,49,65.0,53,5
N13935455,14.0,56,21.0,55,26.0,60,24.0,49,24.0,53,1
N13935456,59.0,56,47.0,55,42.0,60,58.0,49,44.0,53,3
N13935456,72.0,56,61.0,55,63.0,60,51.0,49,54.0,53,4
N13935457,36.0,56,33.0,55,34.0,60,44.0,49,52.0,53,3
N13935458,60.0,56,56.0,55,55.0,60,38.0,49,44.0,53,3
N13935459,39.0,56,40.0,55,33.0,60,52.0,49,55.0,53,3
N13935459,14.0,56,14.0,55,36.0,60,37.0,49,15.0,53,2
N13935461,44.0,56,51.0,55,43.0,60,43.0,49,62.0,53,3
N13935461,51.0,56,66.0,55,71.0,60,54.0,49,59.0,53,4
N13935461,19.0,56,60.0,55,58.0,60,56.0,49,63.0,53,3
N13935462,19.0,56,30.0,55,33.0,60,52.0,49,63.0,53,3
N13935521,61.0,56,35.0,55,57.0,60,19.0,49,33.0,53,3
N13935522,58.0,56,42.0,55,41.0,60,55.0,49,43.0,53,3
N13935522,68.0,56,54.0,55,68.0,60,31.0,49,42.0,53,3
N13938668,44.0,56,42.0,55,38.0,60,38.0,49,48.0,53,2
N13938674,43.0,56,36.0,55,28.0,60,45.0,49,51.0,53,3
N13938675,15.0,56,33.0,55,25.0,60,58.0,49,28.0,53,2
N13938676,20.0,56,47.0,55,38.0,60,43.0,49,51.0,53,3
N13938676,21.0,56,53.0,55,45.0,60,44.0,49,50.0,53,3
N13938676,21.0,56,39.0,55,48.0,60,51.0,49,45.0,53,2
N13938676,18.0,56,47.0,55,48.0,60,57.0,49,59.0,53,3
N13938681,48.0,56,41.0,55,34.0,60,50.0,49,38.0,53,2
N13941894,12.0,56,19.0,55,14.0,60,52.0,49,41.0,53,2
N13941894,74.0,56,59.0,55,69.0,60,32.0,49,51.0,53,4
N13941894,81.0,56,69.0,55,75.0,60,33.0,49,51.0,53,4
N13941894,83.0,56,78.0,55,80.0,60,49.0,49,49.0,53,4
N13941898,34.0,56,42.0,55,39.0,60,50.0,49,55.0,53,3
N13941898,59.0,56,60.0,55,77.0,60,55.0,49,55.0,53,4
N13941899,53.0,56,42.0,55,38.0,60,59.0,49,52.0,53,3
N13941903,38.0,56,53.0,55,49.0,60,55.0,49,59.0,53,3
N13941903,11.0,56,50.0,55,54.0,60,44.0,49,23.0,53,3
N13941903,21.0,56,59.0,55,58.0,60,41.0,49,50.0,53,3
N13941903,82.0,56,68.0,55,88.0,60,33.0,49,66.0,53,4
N13941904,39.0,56,40.0,55,36.0,60,45.0,49,52.0,53,3
N13941904,39.0,56,40.0,55,36.0,60,55.0,49,53.0,53,3
N13941904,40.0,56,40.0,55,36.0,60,56.0,49,53.0,53,3
N13941907,10.0,56,33.0,55,25.0,60,53.0,49,25.0,53,2
N13941909,12.0,56,24.0,55,23.0,60,37.0,49,25.0,53,1
N13941911,37.0,56,38.0,55,36.0,60,49.0,49,50.0,53,3
N13941914,61.0,56,51.0,55,51.0,60,54.0,49,53.0,53,3
N13941915,27.0,56,27.0,55,20.0,60,49.0,49,40.0,53,2
N13941990,65.0,56,58.0,55,68.0,60,54.0,49,55.0,53,3
N13941990,70.0,56,71.0,55,83.0,60,61.0,49,57.0,53,4
N13942002,58.0,56,53.0,55,49.0,60,52.0,49,50.0,53,3
N13942002,65.0,56,58.0,55,66.0,60,48.0,49,58.0,53,3
N13942002,80.0,56,54.0,55,74.0,60,21.0,49,38.0,53,4
N13942002,80.0,56,54.0,55,74.0,60,21.0,49,38.0,53,4
N13942006,14.0,56,32.0,55,29.0,60,46.0,49,27.0,53,2
N13942006,67.0,56,62.0,55,57.0,60,54.0,49,62.0,53,3
N13942006,74.0,56,71.0,55,71.0,60,50.0,49,64.0,53,4
N13942006,77.0,56,73.0,55,75.0,60,54.0,49,66.0,53,4
N13944399,51.0,56,44.0,55,47.0,60,55.0,49,54.0,53,3
N13944402,56.0,56,48.0,55,41.0,60,52.0,49,44.0,53,3
N13944403,88.0,56,41.0,55,38.0,60,29.0,49,26.0,53,4
N13944404,28.0,56,30.0,55,28.0,60,62.0,49,46.0,53,2
N13944406,40.0,56,31.0,55,29.0,60,30.0,49,47.0,53,2
N13944435,62.0,56,60.0,55,66.0,60,60.0,49,58.0,53,3
N13944435,70.0,56,66.0,55,74.0,60,55.0,49,57.0,53,4
N13944438,50.0,56,41.0,55,41.0,60,54.0,49,59.0,53,3
N13944439,59.0,56,53.0,55,56.0,60,58.0,49,51.0,53,3
N13944440,35.0,56,26.0,55,23.0,60,52.0,49,42.0,53,2
N13944441,50.0,56,38.0,55,33.0,60,52.0,49,50.0,53,3
N13944441,42.0,56,41.0,55,36.0,60,54.0,49,57.0,53,3
N13948374,59.0,56,43.0,55,41.0,60,56.0,49,41.0,53,3
N13948374,65.0,56,56.0,55,62.0,60,52.0,49,51.0,53,3
N13948375,42.0,56,43.0,55,38.0,60,49.0,49,62.0,53,3
N13948375,42.0,56,43.0,55,38.0,60,49.0,49,62.0,53,3
N13948376,49.0,56,32.0,55,27.0,60,50.0,49,44.0,53,2
N13948378,40.0,56,41.0,55,28.0,60,52.0,49,43.0,53,2
N13948378,11.0,56,32.0,55,36.0,60,49.0,49,18.0,53,2
N13952639,46.0,56,31.0,55,27.0,60,50.0,49,38.0,53,2
N13952645,73.0,56,40.0,55,35.0,60,45.0,49,28.0,53,4
N13957603,33.0,56,39.0,55,23.0,60,48.0,49,43.0,53,2
N13957605,50.0,56,44.0,55,43.0,60,59.0,49,47.0,53,3
N14000570,26.0,56,23.0,55,14.0,60,47.0,49,44.0,53,2
N14004101,61.0,56,50.0,55,56.0,60,36.0,49,45.0,53,3
N14004101,69.0,56,67.0,55,72.0,60,43.0,49,55.0,53,4
N14004103,27.0,56,37.0,55,43.0,60,48.0,49,45.0,53,2
N14004103,74.0,56,62.0,55,67.0,60,54.0,49,68.0,53,4
N14004103,81.0,56,79.0,55,74.0,60,53.0,49,55.0,53,4
N14004103,85.0,56,79.0,55,83.0,60,52.0,49,50.0,53,4
N14004103,84.0,56,81.0,55,87.0,60,50.0,49,55.0,53,4
N14004107,10.0,56,21.0,55,21.0,60,34.0,49,25.0,53,1
N14004111,42.0,56,47.0,55,41.0,60,52.0,49,66.0,53,3
N14004111,70.0,56,61.0,55,69.0,60,61.0,49,66.0,53,3
N14008078,70.0,56,38.0,55,35.0,60,46.0,49,26.0,53,3
N14008079,60.0,56,58.0,55,55.0,60,39.0,49,44.0,53,3
N14008079,58.0,56,59.0,55,67.0,60,53.0,49,58.0,53,3
N14008079,92.0,56,57.0,55,88.0,60,25.0,49,34.0,53,5
N14008079,92.0,56,57.0,55,88.0,60,29.0,49,35.0,53,5
N14964572,23.0,56,35.0,55,47.0,60,25.0,49,34.0,53,2
N14964576,48.0,56,32.0,55,33.0,60,50.0,49,47.0,53,2
N14964576,53.0,56,32.0,55,33.0,60,57.0,49,52.0,53,3
N14964576,69.0,56,63.0,55,70.0,60,57.0,49,52.0,53,3
N14964576,69.0,56,63.0,55,70.0,60,56.0,49,57.0,53,3
N14964581,50.0,56,48.0,55,48.0,60,50.0,49,58.0,53,3
N14964581,62.0,56,64.0,55,71.0,60,37.0,49,64.0,53,4
N14964581,67.0,56,74.0,55,80.0,60,37.0,49,66.0,53,4
N14964584,41.0,56,42.0,55,35.0,60,52.0,49,53.0,53,3
N14964584,42.0,56,57.0,55,46.0,60,45.0,49,65.0,53,3
N14964584,58.0,56,68.0,55,61.0,60,43.0,49,70.0,53,3
N14964584,62.0,56,71.0,55,69.0,60,47.0,49,64.0,53,4
N14964589,35.0,56,26.0,55,21.0,60,57.0,49,41.0,53,2
N14964589,65.0,56,43.0,55,50.0,60,45.0,49,28.0,53,3
N14964592,60.0,56,54.0,55,58.0,60,59.0,49,40.0,53,3
N14967835,32.0,56,33.0,55,20.0,60,51.0,49,40.0,53,2
N14967839,17.0,56,41.0,55,54.0,60,52.0,49,45.0,53,3
N14967840,56.0,56,50.0,55,48.0,60,44.0,49,47.0,53,3
N14967842,64.0,56,56.0,55,55.0,60,46.0,49,52.0,53,3
N14967842,29.0,56,27.0,55,32.0,60,32.0,49,34.0,53,2
N14967842,18.0,56,53.0,55,65.0,60,53.0,49,39.0,53,3
N14967845,49.0,56,39.0,55,35.0,60,43.0,49,46.0,53,2
N14967846,60.0,56,53.0,55,58.0,60,56.0,49,36.0,53,3
N14971122,70.0,56,42.0,55,60.0,60,21.0,49,46.0,53,3
N14971122,76.0,56,61.0,55,74.0,60,27.0,49,50.0,53,4
N14971125,42.0,56,39.0,55,34.0,60,55.0,49,48.0,53,2
N14971125,55.0,56,64.0,55,54.0,60,41.0,49,63.0,53,3
N14971125,59.0,56,74.0,55,67.0,60,39.0,49,61.0,53,4
N14971125,20.0,56,59.0,55,59.0,60,48.0,49,57.0,53,3
N14971131,58.0,56,50.0,55,62.0,60,23.0,49,36.0,53,3
N14971132,45.0,56,39.0,55,19.0,60,38.0,49,37.0,53,2
N14971133,37.0,56,44.0,55,35.0,60,55.0,49,64.0,53,3
N14971133,51.0,56,64.0,55,88.0,60,31.0,49,59.0,53,4
N14971133,68.0,56,72.0,55,91.0,60,31.0,49,56.0,53,5
N14974254,41.0,56,40.0,55,41.0,60,49.0,49,65.0,53,3
N14974254,18.0,56,42.0,55,43.0,60,49.0,49,33.0,53,2
N14974254,17.0,56,33.0,55,65.0,60,39.0,49,14.0,53,3
N14974293,64.0,56,44.0,55,40.0,60,50.0,49,36.0,53,3
N14974293,64.0,56,45.0,55,40.0,60,55.0,49,38.0,53,3
N14974294,62.0,56,60.0,55,60.0,60,38.0,49,53.0,53,3
N14974294,60.0,56,61.0,55,69.0,60,60.0,49,59.0,53,3
N14974296,47.0,56,43.0,55,36.0,60,44.0,49,39.0,53,2
N14974301,73.0,56,52.0,55,69.0,60,44.0,49,35.0,53,4
N14977805,53.0,56,35.0,55,40.0,60,32.0,49,33.0,53,3
N14977807,74.0,56,57.0,55,70.0,60,28.0,49,34.0,53,4
N14977808,33.0,56,23.0,55,16.0,60,33.0,49,31.0,53,2
N14977808,62.0,56,59.0,55,46.0,60,32.0,49,46.0,53,3
N14977808,66.0,56,71.0,55,56.0,60,40.0,49,55.0,53,4
N14977808,86.0,56,76.0,55,91.0,60,31.0,49,59.0,53,5
N14977809,50.0,56,48.0,55,42.0,60,48.0,49,60.0,53,3
N14977826,59.0,56,63.0,55,67.0,60,55.0,49,59.0,53,3
N14977826,71.0,56,71.0,55,79.0,60,53.0,49,58.0,53,4
N14977826,75.0,56,78.0,55,84.0,60,55.0,49,62.0,53,4
N14977826,77.0,56,76.0,55,89.0,60,46.0,49,68.0,53,4
N14977826,77.0,56,82.0,55,92.0,60,48.0,49,65.0,53,5
N14977826,81.0,56,70.0,55,93.0,60,24.0,49,61.0,53,5
N14977826,81.0,56,72.0,55,91.0,60,26.0,49,56.0,53,5
N14977826,29.0,56,62.0,55,90.0,60,29.0,49,40.0,53,4
N14977826,81.0,56,82.0,55,92.0,60,45.0,49,67.0,53,5
N14977827,21.0,56,32.0,55,34.0,60,56.0,49,51.0,53,3
N14977828,65.0,56,44.0,55,34.0,60,58.0,49,51.0,53,3
N14977829,54.0,56,53.0,55,56.0,60,36.0,49,56.0,53,3
N14977829,71.0,56,63.0,55,74.0,60,52.0,49,57.0,53,4
N14977833,46.0,56,41.0,55,38.0,60,37.0,49,35.0,53,2
N14977833,46.0,56,41.0,55,38.0,60,37.0,49,44.0,53,2
N14980189,44.0,56,33.0,55,29.0,60,47.0,49,48.0,53,2
N14980190,42.0,56,44.0,55,32.0,60,59.0,49,35.0,53,2
N14980190,58.0,56,46.0,55,81.0,60,30.0,49,48.0,53,4
N14980191,64.0,56,55.0,55,60.0,60,52.0,49,57.0,53,3
N14980193,41.0,56,35.0,55,29.0,60,39.0,49,39.0,53,2
N14980196,62.0,56,61.0,55,70.0,60,57.0,49,69.0,53,3
N14980199,35.0,56,23.0,55,17.0,60,56.0,49,36.0,53,2
N15008839,74.0,56,49.0,55,49.0,60,47.0,49,19.0,53,4
N15008844,64.0,56,54.0,55,85.0,60,25.0,49,50.0,53,4
N15008848,44.0,56,45.0,55,38.0,60,49.0,49,59.0,53,3
N15008851,49.0,56,48.0,55,39.0,60,58.0,49,49.0,53,2
N15008851,24.0,56,27.0,55,25.0,60,57.0,49,48.0,53,2
N15008851,27.0,56,47.0,55,41.0,60,41.0,49,64.0,53,3
N15008851,27.0,56,48.0,55,48.0,60,38.0,49,67.0,53,3
N15008851,28.0,56,48.0,55,48.0,60,41.0,49,64.0,53,3
N15008851,28.0,56,48.0,55,48.0,60,41.0,49,64.0,53,3
N15008851,50.0,56,69.0,55,78.0,60,52.0,49,75.0,53,4
N15008851,55.0,56,74.0,55,87.0,60,44.0,49,79.0,53,4
